step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
15,CASH_OUT,75085.33,0.0,0.0,582496.42,657581.75,0,0
35,CASH_IN,355480.51,4768673.25,5124153.76,12169124.02,11473246.55,0,0
304,PAYMENT,8837.36,0.0,0.0,0.0,0.0,0,0
205,CASH_IN,16931.56,4251513.24,4268444.81,823097.78,806166.22,0,0
394,CASH_IN,72413.71,37371.0,109784.71,0.0,0.0,0,0
12,TRANSFER,1926452.87,48855.76,0.0,2900163.87,4826616.75,0,0
674,CASH_OUT,306505.03,306505.03,0.0,0.0,306505.03,1,0
254,CASH_IN,281785.23,20363.0,302148.23,120474.02,0.0,0,0
380,PAYMENT,45247.93,0.0,0.0,0.0,0.0,0,0
301,PAYMENT,35543.04,31318.0,0.0,0.0,0.0,0,0
502,CASH_IN,93177.7,137315.0,230492.7,841293.3,748115.6,0,0
408,PAYMENT,85114.17,5840.51,0.0,0.0,0.0,0,0
162,CASH_OUT,60529.47,100.0,0.0,8191396.39,8251925.86,0,0
215,TRANSFER,804518.43,20151.0,0.0,2211455.77,3015974.2,0,0
47,TRANSFER,71046.99,0.0,0.0,268016.57,339063.56,0,0
376,CASH_IN,116063.81,9049.0,125112.81,143329.58,27265.76,0,0
25,PAYMENT,3150.44,181038.27,177887.83,0.0,0.0,0,0
379,CASH_OUT,199093.47,0.0,0.0,6856381.94,7055475.41,0,0
36,CASH_IN,366086.54,1261746.25,1627832.79,893787.42,579525.56,0,0
255,PAYMENT,3365.3,0.0,0.0,0.0,0.0,0,0
374,CASH_IN,30866.13,10648893.81,10679759.94,346116.03,315249.9,0,0
185,TRANSFER,1122161.71,0.0,0.0,1634473.5,2756635.21,0,0
329,CASH_OUT,493860.79,170451.72,0.0,24057790.0,24551650.8,0,0
135,CASH_OUT,35719.18,983951.0,948231.82,0.0,133277.89,0,0
178,CASH_IN,281547.23,11481149.08,11762696.31,864326.29,582779.06,0,0
688,CASH_OUT,37629.32,0.0,0.0,70817.08,108446.4,0,0
160,CASH_OUT,240981.7,76485.34,0.0,194273.17,435254.86,0,0
372,CASH_IN,105754.2,3300433.32,3406187.52,2676992.79,2571238.59,0,0
345,CASH_IN,85714.11,49785.0,135499.11,0.0,0.0,0,0
24,PAYMENT,13193.02,168307.0,155113.98,0.0,0.0,0,0
215,CASH_IN,166714.64,6970344.71,7137059.34,3364837.89,3198123.25,0,0
371,PAYMENT,2270.28,90703.0,88432.72,0.0,0.0,0,0
400,PAYMENT,3457.65,15309.0,11851.35,0.0,0.0,0,0
327,CASH_OUT,282057.81,22163.0,0.0,135189.42,417247.22,0,0
159,CASH_IN,42087.01,20641.0,62728.01,0.0,0.0,0,0
401,CASH_OUT,202411.38,0.0,0.0,947412.07,1149823.45,0,0
335,PAYMENT,14854.68,108848.35,93993.67,0.0,0.0,0,0
322,CASH_IN,41692.22,4811419.5,4853111.72,9389197.49,9347505.27,0,0
394,PAYMENT,15883.82,27699.0,11815.18,0.0,0.0,0,0
139,CASH_OUT,54867.67,0.0,0.0,2470656.45,2525524.12,0,0
182,CASH_OUT,33547.35,0.0,0.0,812850.78,846398.14,0,0
404,CASH_IN,156188.44,21332.0,177520.44,823934.31,667745.87,0,0
36,PAYMENT,13423.39,0.0,0.0,0.0,0.0,0,0
186,PAYMENT,6843.62,0.0,0.0,0.0,0.0,0,0
402,CASH_IN,247277.47,7743371.91,7990649.38,275120.86,27843.39,0,0
13,PAYMENT,2940.81,352172.99,349232.18,0.0,0.0,0,0
403,CASH_OUT,131841.28,0.0,0.0,159359.18,291200.46,0,0
131,CASH_IN,204087.15,18571602.68,18775689.84,544253.6,340166.44,0,0
17,PAYMENT,5890.96,0.0,0.0,0.0,0.0,0,0
328,CASH_OUT,145464.44,0.0,0.0,766743.88,912208.33,0,0
44,TRANSFER,70045.62,46050.0,0.0,141626.59,211672.2,0,0
261,TRANSFER,24130.13,0.0,0.0,580705.03,604835.16,0,0
326,TRANSFER,1267019.42,39781.0,0.0,0.0,1267019.42,0,0
20,PAYMENT,19606.7,50898.7,31292.0,0.0,0.0,0,0
18,CASH_OUT,7054.0,0.0,0.0,356993.26,350946.67,0,0
140,CASH_OUT,58435.81,0.0,0.0,1410588.13,1469023.95,0,0
12,PAYMENT,1842.97,16778.97,14936.01,0.0,0.0,0,0
20,PAYMENT,2657.05,29048.0,26390.95,0.0,0.0,0,0
234,PAYMENT,7471.53,0.0,0.0,0.0,0.0,0,0
369,CASH_OUT,535062.04,100022.0,0.0,0.0,535062.04,0,0
250,CASH_IN,112216.65,12544917.12,12657133.77,3223151.37,3110934.72,0,0
281,CASH_OUT,79724.22,0.0,0.0,1176706.74,1256430.96,0,0
322,CASH_OUT,156983.35,0.0,0.0,585314.38,742297.72,0,0
260,PAYMENT,5682.62,10808.0,5125.38,0.0,0.0,0,0
249,TRANSFER,1073047.21,9.0,0.0,98629.54,1171676.75,0,0
311,PAYMENT,6436.42,180.0,0.0,0.0,0.0,0,0
587,PAYMENT,8624.65,822.0,0.0,0.0,0.0,0,0
257,CASH_OUT,512323.59,10830.0,0.0,68941.74,581265.33,0,0
251,PAYMENT,8188.78,615844.66,607655.88,0.0,0.0,0,0
279,CASH_IN,546768.4,2031899.72,2578668.11,1767699.27,1220930.88,0,0
18,TRANSFER,993302.85,0.0,0.0,1654445.37,2647748.22,0,0
451,CASH_IN,237410.54,23877.0,261287.54,70088.3,0.0,0,0
550,PAYMENT,774.91,0.0,0.0,0.0,0.0,0,0
300,CASH_OUT,14351.05,0.0,0.0,126847.75,141198.8,0,0
401,CASH_IN,243183.31,14611132.45,14854315.76,1404778.86,1161595.54,0,0
217,CASH_OUT,318524.98,240165.67,0.0,2960258.36,3278783.33,0,0
133,CASH_IN,194526.8,20083.0,214609.8,226120.04,31593.25,0,0
8,CASH_OUT,35273.75,0.0,0.0,41355.0,152147.98,0,0
192,PAYMENT,17279.48,45817.35,28537.87,0.0,0.0,0,0
9,TRANSFER,76110.08,0.0,0.0,318323.43,414860.95,0,0
188,TRANSFER,398660.79,0.0,0.0,509061.6,907722.39,0,0
358,CASH_OUT,64459.2,10077.74,0.0,321280.05,385739.25,0,0
140,CASH_IN,242556.52,580335.04,822891.56,1288922.52,1046366.0,0,0
310,TRANSFER,282468.38,0.0,0.0,1034421.4,1316889.79,0,0
212,CASH_IN,135634.08,9923707.51,10059341.59,146383.96,10749.88,0,0
33,CASH_IN,273654.74,352850.59,626505.33,300433.98,26779.24,0,0
153,TRANSFER,275825.14,0.0,0.0,2512693.93,2899526.87,0,0
41,CASH_IN,181671.97,814708.26,996380.23,235337.68,53665.71,0,0
182,CASH_IN,63844.51,3273849.13,3337693.65,230932.53,167088.01,0,0
351,CASH_OUT,374467.43,10316.0,0.0,0.0,374467.43,0,0
355,CASH_OUT,330928.24,0.0,0.0,4179103.3,4510031.54,0,0
351,CASH_OUT,42024.48,23696.0,0.0,0.0,42024.48,0,0
42,PAYMENT,8785.16,3970.0,0.0,0.0,0.0,0,0
139,PAYMENT,7097.73,2350.0,0.0,0.0,0.0,0,0
228,CASH_IN,270950.01,640.0,271590.01,195464.44,0.0,0,0
329,CASH_IN,70772.59,1883149.27,1953921.86,1013865.15,943092.56,0,0
22,PAYMENT,18503.78,261957.62,243453.84,0.0,0.0,0,0
18,PAYMENT,37887.11,156149.35,118262.24,0.0,0.0,0,0
188,CASH_IN,6742.03,15945563.69,15952305.72,249716.51,409149.62,0,0
399,PAYMENT,99197.63,0.0,0.0,0.0,0.0,0,0
376,PAYMENT,177.76,0.0,0.0,0.0,0.0,0,0
161,PAYMENT,7667.41,102258.57,94591.17,0.0,0.0,0,0
179,PAYMENT,7422.92,63993.19,56570.27,0.0,0.0,0,0
45,CASH_OUT,98325.95,50712.0,0.0,372139.34,470465.29,0,0
236,PAYMENT,2417.1,297356.93,294939.83,0.0,0.0,0,0
36,CASH_OUT,592936.13,0.0,0.0,811412.53,1404348.66,0,0
153,TRANSFER,426430.31,0.0,0.0,524930.55,951360.86,0,0
139,TRANSFER,212849.01,10005.0,0.0,19628.84,232477.85,0,0
42,CASH_OUT,203798.5,15078.0,0.0,346943.43,550741.94,0,0
249,PAYMENT,33904.4,9756.98,0.0,0.0,0.0,0,0
610,CASH_IN,147663.62,19502.0,167165.62,0.0,0.0,0,0
596,CASH_OUT,172784.16,20328.0,0.0,675471.94,848256.1,0,0
349,PAYMENT,10801.58,388215.37,377413.8,0.0,0.0,0,0
205,CASH_OUT,359032.84,0.0,0.0,1468016.26,1827049.11,0,0
164,CASH_OUT,256483.82,20634.56,0.0,678112.4,1220276.34,0,0
202,CASH_IN,74393.73,132083.0,206476.73,337295.59,262901.86,0,0
161,CASH_IN,155773.19,2704509.92,2860283.1,512928.77,357155.58,0,0
16,CASH_OUT,18752.66,0.0,0.0,1323110.2,2440043.22,0,0
351,PAYMENT,2178.49,333816.57,331638.08,0.0,0.0,0,0
278,PAYMENT,14150.82,0.0,0.0,0.0,0.0,0,0
207,CASH_OUT,139946.96,0.0,0.0,21603177.1,21743124.06,0,0
9,CASH_OUT,120749.43,0.0,0.0,885128.69,984424.07,0,0
131,TRANSFER,92088.8,0.0,0.0,308372.23,458541.24,0,0
182,CASH_IN,90027.98,9158640.4,9248668.38,5138233.19,5048205.21,0,0
405,PAYMENT,10078.37,0.0,0.0,0.0,0.0,0,0
43,PAYMENT,772.7,471615.58,470842.88,0.0,0.0,0,0
20,CASH_OUT,451885.65,0.0,0.0,3637821.95,4089707.6,0,0
160,PAYMENT,35223.37,1315.0,0.0,0.0,0.0,0,0
12,PAYMENT,2.17,0.0,0.0,0.0,0.0,0,0
406,PAYMENT,5184.12,302842.0,297657.88,0.0,0.0,0,0
522,CASH_OUT,6944.25,0.0,0.0,310227.15,317171.4,0,0
260,CASH_OUT,252713.46,99642.41,0.0,499543.92,752257.38,0,0
306,PAYMENT,7091.91,196229.44,189137.53,0.0,0.0,0,0
183,PAYMENT,13451.99,1491.0,0.0,0.0,0.0,0,0
355,PAYMENT,4447.23,90126.0,85678.77,0.0,0.0,0,0
306,CASH_OUT,209972.73,0.0,0.0,2295012.07,2504984.8,0,0
380,PAYMENT,23133.81,95529.0,72395.19,0.0,0.0,0,0
9,TRANSFER,420107.75,0.0,0.0,16224600.69,17114387.28,0,0
159,CASH_OUT,49951.77,0.0,0.0,1100416.15,1150367.92,0,0
308,CASH_IN,4112.0,11534.0,15646.0,84074.95,79962.95,0,0
180,CASH_OUT,142241.13,31928.0,0.0,42442.92,184684.04,0,0
159,PAYMENT,7657.56,29914.0,22256.44,0.0,0.0,0,0
180,TRANSFER,1514068.86,189586.0,0.0,97549.1,1611617.96,0,0
44,PAYMENT,3695.76,21655.0,17959.24,0.0,0.0,0,0
301,CASH_IN,150775.68,536225.16,687000.83,14592557.53,14441781.86,0,0
349,CASH_IN,118519.56,1488572.11,1607091.67,2780377.78,2661858.22,0,0
232,PAYMENT,7920.73,233041.05,225120.33,0.0,0.0,0,0
210,PAYMENT,6493.84,612.0,0.0,0.0,0.0,0,0
14,CASH_IN,65075.66,746146.6,811222.26,192200.91,182381.59,0,0
283,CASH_OUT,104197.32,14937.0,0.0,2065980.64,2170177.97,0,0
260,PAYMENT,5695.15,0.0,0.0,0.0,0.0,0,0
548,CASH_OUT,197211.53,219349.0,22137.47,6151693.9,6348905.43,0,0
352,PAYMENT,7786.51,77218.26,69431.75,0.0,0.0,0,0
306,PAYMENT,11707.12,0.0,0.0,0.0,0.0,0,0
395,CASH_OUT,246288.33,0.0,0.0,2661548.29,2907836.62,0,0
186,CASH_IN,166418.83,762903.16,929321.99,1112645.92,946227.09,0,0
348,CASH_OUT,273994.98,19911.0,0.0,290183.49,564178.47,0,0
348,CASH_OUT,191294.27,263.0,0.0,4628.48,195922.75,0,0
250,TRANSFER,639175.49,0.0,0.0,978248.1,1617423.59,0,0
252,PAYMENT,884.3,0.0,0.0,0.0,0.0,0,0
278,DEBIT,70376.99,0.0,0.0,2118873.32,2189250.31,0,0
185,PAYMENT,9182.12,477741.0,468558.88,0.0,0.0,0,0
399,TRANSFER,955145.8,0.0,0.0,7885620.34,8840766.14,0,0
137,PAYMENT,3470.84,0.0,0.0,0.0,0.0,0,0
211,CASH_IN,115363.65,4713637.06,4829000.71,508286.18,392922.54,0,0
139,PAYMENT,2168.39,0.0,0.0,0.0,0.0,0,0
330,CASH_OUT,378011.17,1202.0,0.0,900895.01,1278906.17,0,0
136,CASH_IN,119306.84,4067298.17,4186605.01,1616609.63,1644862.76,0,0
522,CASH_IN,257596.6,5832596.24,6090192.84,5908966.89,5651370.28,0,0
179,TRANSFER,35595.68,0.0,0.0,4166255.46,4201851.14,0,0
407,PAYMENT,57040.86,17878.38,0.0,0.0,0.0,0,0
205,PAYMENT,6004.63,0.0,0.0,0.0,0.0,0,0
254,PAYMENT,8957.18,0.0,0.0,0.0,0.0,0,0
154,CASH_OUT,334884.65,82472.0,0.0,0.0,334884.65,0,0
356,CASH_OUT,7360.15,7360.15,0.0,556439.41,563799.56,1,0
348,PAYMENT,4480.22,410696.24,406216.02,0.0,0.0,0,0
252,CASH_OUT,104746.3,0.0,0.0,120757.62,225503.92,0,0
237,TRANSFER,396938.52,609.0,0.0,0.0,396938.52,0,0
594,CASH_IN,28526.18,2930797.98,2959324.16,395457.56,366931.37,0,0
300,PAYMENT,19591.01,44474.0,24882.99,0.0,0.0,0,0
259,CASH_OUT,74357.79,12638.0,0.0,23349.29,97707.07,0,0
307,PAYMENT,13832.11,479944.05,466111.94,0.0,0.0,0,0
396,PAYMENT,36669.08,21403.67,0.0,0.0,0.0,0,0
226,CASH_OUT,90418.67,0.0,0.0,205162.43,295581.09,0,0
546,TRANSFER,575359.88,0.0,0.0,3383052.15,3958412.04,0,0
349,CASH_IN,217869.42,31751.0,249620.42,0.0,0.0,0,0
156,PAYMENT,807.9,45413.64,44605.75,0.0,0.0,0,0
378,CASH_IN,86598.03,2196814.49,2283412.52,3681746.06,3595148.03,0,0
18,PAYMENT,16781.76,154856.82,138075.06,0.0,0.0,0,0
232,CASH_OUT,411833.34,300529.0,0.0,3321453.94,3733287.28,0,0
284,TRANSFER,280667.67,10629.0,0.0,3101192.43,3381860.1,0,0
204,CASH_OUT,3839.43,147529.0,143689.57,56281.89,60121.32,0,0
178,CASH_OUT,76698.27,0.0,0.0,1132718.78,1209417.05,0,0
188,TRANSFER,1041226.14,320883.0,0.0,0.0,1041226.14,0,0
201,PAYMENT,3474.16,203874.0,200399.84,0.0,0.0,0,0
18,CASH_IN,214003.3,11915.0,225918.3,0.0,0.0,0,0
373,CASH_IN,94677.45,6077462.71,6172140.17,911125.57,816448.11,0,0
252,CASH_OUT,305577.47,55117.0,0.0,0.0,305577.47,0,0
161,CASH_IN,288944.26,5769667.08,6058611.33,1186340.79,897396.54,0,0
11,PAYMENT,15599.39,49880.0,34280.61,0.0,0.0,0,0
251,CASH_OUT,115666.21,0.0,0.0,1008144.02,1123810.24,0,0
235,PAYMENT,12588.72,722289.68,709700.96,0.0,0.0,0,0
325,TRANSFER,496635.4,0.0,0.0,1456081.48,1952716.87,0,0
355,CASH_OUT,133160.64,19941.0,0.0,156293.8,289454.45,0,0
397,TRANSFER,59225.21,0.0,0.0,63861.53,123086.74,0,0
306,CASH_OUT,171103.22,27008.0,0.0,187620.09,358723.31,0,0
228,CASH_OUT,3065.55,10529.0,7463.45,906582.58,909648.13,0,0
208,CASH_OUT,260059.41,0.0,0.0,1064787.43,1324846.84,0,0
350,PAYMENT,34946.32,91658.51,56712.19,0.0,0.0,0,0
183,CASH_IN,344689.18,22015.0,366704.18,0.0,0.0,0,0
370,CASH_OUT,63490.86,354033.52,290542.66,337864.83,401355.69,0,0
353,TRANSFER,6513.62,0.0,0.0,1046452.78,1052966.4,0,0
300,TRANSFER,729633.63,31162.0,0.0,471982.07,1201615.7,0,0
687,CASH_OUT,366576.3,31546.0,0.0,3137496.67,3504072.97,0,0
416,PAYMENT,909.55,21262.0,20352.45,0.0,0.0,0,0
348,CASH_OUT,46857.13,0.0,0.0,2434436.61,2481293.74,0,0
250,CASH_IN,158281.62,3896249.54,4054531.16,711769.15,553487.53,0,0
129,PAYMENT,31467.64,0.0,0.0,0.0,0.0,0,0
40,CASH_IN,69531.25,200022.0,269553.25,1065157.4,924756.54,0,0
183,CASH_OUT,366029.36,0.0,0.0,469713.0,835742.36,0,0
230,PAYMENT,10468.74,41912.0,31443.26,0.0,0.0,0,0
231,CASH_OUT,331648.06,0.0,0.0,912899.67,1244547.73,0,0
137,CASH_IN,78822.83,1990158.74,2068981.57,432978.17,354155.34,0,0
307,PAYMENT,9795.54,5020.0,0.0,0.0,0.0,0,0
234,PAYMENT,3018.44,266883.35,263864.91,0.0,0.0,0,0
329,CASH_IN,96456.59,11500621.11,11597077.7,297800.04,201343.44,0,0
402,CASH_IN,315499.8,1165.0,316664.8,144149.14,0.0,0,0
305,CASH_IN,263910.96,49400.0,313310.96,106474.91,0.0,0,0
258,CASH_IN,4177.7,9992.0,14169.7,1096301.57,1092123.87,0,0
667,CASH_IN,214550.41,128903.74,343454.14,215236.88,686.47,0,0
380,CASH_OUT,196981.74,0.0,0.0,198622.53,395604.27,0,0
253,DEBIT,202290.92,10261.0,0.0,831857.61,1034148.52,0,0
526,CASH_OUT,127523.01,20663.0,0.0,0.0,127523.01,0,0
280,PAYMENT,4135.71,87075.47,82939.76,0.0,0.0,0,0
37,CASH_OUT,183680.51,29996.0,0.0,259676.21,443356.72,0,0
41,PAYMENT,15742.04,20221.0,4478.96,0.0,0.0,0,0
36,CASH_OUT,4185.18,9577.0,5391.82,338.74,4523.92,0,0
259,CASH_OUT,83203.51,5109.0,0.0,0.0,83203.51,0,0
262,PAYMENT,9418.99,1824.29,0.0,0.0,0.0,0,0
381,PAYMENT,3678.34,30455.0,26776.66,0.0,0.0,0,0
187,PAYMENT,5308.01,0.0,0.0,0.0,0.0,0,0
588,CASH_OUT,69186.47,22228.0,0.0,468305.06,537491.53,0,0
349,PAYMENT,36381.61,10925.0,0.0,0.0,0.0,0,0
379,PAYMENT,812.81,456225.0,455412.19,0.0,0.0,0,0
211,CASH_IN,78192.55,20388669.9,20466862.45,6198030.72,6119838.17,0,0
617,PAYMENT,23520.65,813093.0,789572.35,0.0,0.0,0,0
352,PAYMENT,15448.15,410199.28,394751.13,0.0,0.0,0,0
333,CASH_IN,30827.94,46834.0,77661.94,0.0,0.0,0,0
202,CASH_OUT,259512.81,0.0,0.0,657476.73,916989.54,0,0
187,CASH_OUT,385324.64,33598.0,0.0,0.0,385324.64,0,0
44,CASH_OUT,164119.9,18917.51,0.0,234013.42,398133.32,0,0
185,PAYMENT,3542.59,0.0,0.0,0.0,0.0,0,0
237,PAYMENT,36333.56,12527.23,0.0,0.0,0.0,0,0
131,PAYMENT,19783.15,23.0,0.0,0.0,0.0,0,0
207,CASH_IN,171092.11,1058470.35,1229562.46,1760158.44,1589066.33,0,0
402,PAYMENT,22905.58,333582.0,310676.42,0.0,0.0,0,0
373,CASH_OUT,107586.76,0.0,0.0,237188.72,344775.49,0,0
37,PAYMENT,16471.56,0.0,0.0,0.0,0.0,0,0
137,PAYMENT,25375.51,0.0,0.0,0.0,0.0,0,0
135,CASH_OUT,234938.91,51043.0,0.0,243208.1,478147.02,0,0
331,CASH_OUT,267473.28,963.0,0.0,59614.47,327087.75,0,0
356,TRANSFER,88273.94,0.0,0.0,2116308.47,2204582.41,0,0
298,CASH_OUT,166205.29,432.0,0.0,134334.23,300539.53,0,0
17,CASH_IN,92101.39,0.0,92101.39,152392.62,60291.23,0,0
525,PAYMENT,24976.69,803.0,0.0,0.0,0.0,0,0
209,PAYMENT,5611.94,141218.0,135606.06,0.0,0.0,0,0
353,CASH_OUT,8134.98,22712.0,14577.02,8979.44,17114.42,0,0
332,PAYMENT,5930.43,40277.0,34346.57,0.0,0.0,0,0
232,CASH_OUT,737844.74,2362.0,0.0,29227.52,767072.27,0,0
287,CASH_IN,136594.02,7285567.03,7422161.05,4442487.0,4305892.98,0,0
587,PAYMENT,439.97,73664.0,73224.03,0.0,0.0,0,0
212,CASH_OUT,119078.49,0.0,0.0,1036686.61,1155765.1,0,0
407,CASH_IN,111810.23,3372869.08,3484679.31,203800.03,91989.8,0,0
164,CASH_IN,25571.69,26265620.15,26291191.84,65039.08,39467.38,0,0
229,CASH_OUT,77154.2,0.0,0.0,788089.64,865243.84,0,0
402,CASH_IN,29264.72,1097769.33,1127034.04,36017.67,6752.95,0,0
469,PAYMENT,13505.96,0.0,0.0,0.0,0.0,0,0
323,PAYMENT,56655.46,0.0,0.0,0.0,0.0,0,0
11,PAYMENT,12815.17,124815.72,112000.54,0.0,0.0,0,0
158,CASH_IN,151617.36,7616615.42,7768232.78,156830.23,5212.87,0,0
139,CASH_OUT,120063.59,0.0,0.0,204029.18,324092.78,0,0
19,CASH_IN,34294.23,2640655.53,2674949.76,288828.02,254533.79,0,0
16,TRANSFER,516648.76,0.0,0.0,3473808.15,3990456.91,0,0
42,CASH_IN,74331.32,19851.0,94182.32,0.0,0.0,0,0
21,CASH_OUT,29730.65,33745.72,4015.07,117866.64,147597.29,0,0
402,CASH_IN,207057.29,240.0,207297.29,0.0,0.0,0,0
207,TRANSFER,504640.21,4714.43,0.0,1079957.15,1584597.36,0,0
230,PAYMENT,13981.35,40484.0,26502.65,0.0,0.0,0,0
359,PAYMENT,8434.19,49962.03,41527.83,0.0,0.0,0,0
380,CASH_OUT,112698.29,0.0,0.0,707046.68,819744.96,0,0
19,CASH_OUT,90014.58,100074.66,10060.08,30024702.6,30114717.18,0,0
384,TRANSFER,463974.16,32841.0,0.0,550784.12,1014758.29,0,0
36,CASH_IN,314147.5,301357.0,615504.5,485090.48,170942.97,0,0
322,CASH_OUT,375632.26,0.0,0.0,387002.83,762635.09,0,0
207,CASH_OUT,116677.14,14992.0,0.0,170.0,79927.34,0,0
255,CASH_OUT,126339.68,733.0,0.0,1521817.18,1648156.86,0,0
571,PAYMENT,5322.55,0.0,0.0,0.0,0.0,0,0
495,PAYMENT,23584.55,638.0,0.0,0.0,0.0,0,0
400,TRANSFER,108809.36,68598.0,0.0,0.0,108809.36,0,0
154,CASH_OUT,121329.83,0.0,0.0,830223.14,951552.96,0,0
212,CASH_OUT,62438.26,710256.0,647817.74,2709.73,65147.99,0,0
232,CASH_OUT,38086.07,29888.0,0.0,128113.05,166199.12,0,0
182,TRANSFER,171056.61,0.0,0.0,850463.27,1021519.88,0,0
280,CASH_IN,59032.06,2228016.28,2287048.34,188636.48,129604.42,0,0
321,CASH_OUT,234076.56,2491.0,0.0,0.0,234076.56,0,0
38,CASH_OUT,305175.9,101366.0,0.0,2014030.65,2319206.56,0,0
139,PAYMENT,9703.57,19931.0,10227.43,0.0,0.0,0,0
278,PAYMENT,4386.02,20242.0,15855.98,0.0,0.0,0,0
357,PAYMENT,13528.38,5930.0,0.0,0.0,0.0,0,0
355,CASH_OUT,193031.76,0.0,0.0,4533111.65,4726143.42,0,0
305,PAYMENT,49026.3,0.0,0.0,0.0,0.0,0,0
608,TRANSFER,210207.52,29978.0,0.0,1915.46,212122.98,0,0
302,CASH_OUT,439957.31,81683.0,0.0,1748082.87,2188040.19,0,0
256,CASH_OUT,200393.95,276.0,0.0,13659.87,214053.83,0,0
589,CASH_OUT,269909.99,0.0,0.0,2031417.15,2301327.14,0,0
358,PAYMENT,5655.77,50109.0,44453.23,0.0,0.0,0,0
352,CASH_OUT,167212.66,17228.0,0.0,707150.77,874363.43,0,0
208,CASH_OUT,347356.72,0.0,0.0,732703.96,1080060.68,0,0
403,CASH_IN,173749.28,2469777.43,2643526.71,214035.3,40286.02,0,0
373,TRANSFER,1085066.53,816.0,0.0,535685.13,1620751.66,0,0
303,CASH_IN,53722.01,3030.0,56752.01,47701.95,0.0,0,0
44,CASH_IN,89456.2,59522.0,148978.2,0.0,0.0,0,0
227,TRANSFER,323975.96,0.0,0.0,13390047.15,13714023.11,0,0
261,CASH_OUT,172586.03,8713.0,0.0,3896312.98,4068899.0,0,0
208,TRANSFER,145738.73,68558.85,0.0,224704.0,370442.74,0,0
209,TRANSFER,2388943.26,0.0,0.0,6951537.74,9340480.99,0,0
278,PAYMENT,707.87,395191.0,394483.13,0.0,0.0,0,0
375,PAYMENT,1159.79,212.0,0.0,0.0,0.0,0,0
182,PAYMENT,5448.1,2765.0,0.0,0.0,0.0,0,0
688,PAYMENT,40871.97,0.0,0.0,0.0,0.0,0,0
717,PAYMENT,9020.98,132165.0,123144.02,0.0,0.0,0,0
331,CASH_OUT,57733.8,195283.0,137549.2,138107.03,195840.83,0,0
18,CASH_OUT,197844.58,25182.0,0.0,313759.95,536258.81,0,0
359,PAYMENT,8267.35,20684.0,12416.65,0.0,0.0,0,0
187,CASH_OUT,471478.38,20011.0,0.0,0.0,471478.38,0,0
590,DEBIT,4934.57,632.0,0.0,120528.44,125463.01,0,0
156,CASH_OUT,188601.51,0.0,0.0,1334796.07,1523397.58,0,0
322,PAYMENT,9010.49,22276.0,13265.51,0.0,0.0,0,0
45,PAYMENT,5926.17,93376.0,87449.83,0.0,0.0,0,0
327,CASH_IN,304608.24,9158977.72,9463585.96,403823.4,99215.16,0,0
11,TRANSFER,120269.08,0.0,0.0,488137.3,608406.38,0,0
356,CASH_OUT,152749.72,26331.94,0.0,3126965.23,3279714.95,0,0
225,CASH_IN,124221.93,3215625.85,3339847.78,815588.04,691366.11,0,0
395,PAYMENT,7638.78,0.0,0.0,0.0,0.0,0,0
204,PAYMENT,3342.23,11201.0,7858.77,0.0,0.0,0,0
400,CASH_OUT,79764.44,0.0,0.0,226075.59,305840.03,0,0
232,TRANSFER,2449177.09,0.0,0.0,3275887.5,5725064.59,0,0
525,PAYMENT,53591.54,131.0,0.0,0.0,0.0,0,0
542,CASH_IN,64664.14,178992.97,243657.11,18549269.0,18484604.86,0,0
47,DEBIT,280.59,61296.0,61015.41,550567.69,550848.28,0,0
208,CASH_OUT,182063.77,0.0,0.0,16782473.83,16964537.6,0,0
348,CASH_OUT,386877.55,31135.0,0.0,0.0,386877.55,0,0
134,CASH_IN,64533.65,2223853.04,2288386.69,1516410.95,1451877.3,0,0
426,CASH_OUT,241382.11,95673.26,0.0,2647176.95,2888559.06,0,0
274,CASH_OUT,267774.84,5774.0,0.0,0.0,267774.84,0,0
13,CASH_IN,137163.91,762665.94,899829.85,191421.0,54257.09,0,0
406,CASH_IN,82568.77,452159.08,534727.85,90819.98,8251.21,0,0
161,CASH_OUT,9931.83,21998.0,12066.17,20363.0,30294.83,0,0
401,CASH_IN,89326.06,1697898.53,1787224.59,636417.46,547091.4,0,0
204,CASH_OUT,317784.15,3739.55,0.0,494848.55,812632.71,0,0
325,PAYMENT,32630.32,220675.79,188045.47,0.0,0.0,0,0
39,PAYMENT,6098.92,0.0,0.0,0.0,0.0,0,0
186,CASH_OUT,161764.17,0.0,0.0,1996388.57,2158152.74,0,0
17,CASH_IN,206229.66,1023905.87,1230135.53,254010.77,47781.11,0,0
158,TRANSFER,530390.61,0.0,0.0,688176.44,1218567.05,0,0
347,CASH_OUT,61931.08,0.0,0.0,1522531.04,1584462.12,0,0
257,CASH_IN,202587.5,51502.0,254089.5,529127.48,326539.97,0,0
382,PAYMENT,16716.85,361496.69,344779.84,0.0,0.0,0,0
204,TRANSFER,1702646.1,59781.07,0.0,8646712.58,10349358.68,0,0
277,CASH_OUT,53379.53,0.0,0.0,5171582.39,5224961.92,0,0
236,PAYMENT,5987.27,105357.0,99369.73,0.0,0.0,0,0
162,CASH_OUT,91146.08,0.0,0.0,497919.46,589065.54,0,0
284,CASH_IN,40147.21,10966.0,51113.21,0.0,0.0,0,0
